iter	Logloss
444	0.2135137773
445	0.2134606565
446	0.2134060786
447	0.2133602928
448	0.2132881888
449	0.2132484634
450	0.2132235028
451	0.2131786451
452	0.213127472
453	0.2130657209
454	0.212978086
455	0.2129278009
456	0.2128767213
457	0.2128247686
458	0.2127632862
459	0.2127476062
460	0.2126990631
461	0.2126327681
462	0.212585465
463	0.2125389335
464	0.2124841222
465	0.2124258408
466	0.2124123926
467	0.2123492825
468	0.2122919487
469	0.2122584809
470	0.2122033746
471	0.2121528323
472	0.212109652
473	0.2120696723
474	0.2119814137
475	0.2119189232
476	0.2118930543
477	0.2118596463
478	0.2117895536
479	0.211747643
480	0.2116892995
481	0.2116411868
482	0.2115962537
483	0.211566673
484	0.2114944148
485	0.2114535897
486	0.2113825721
487	0.2113464763
488	0.2112849032
489	0.2112425236
490	0.211186204
491	0.2111453079
492	0.2110882026
493	0.2110516581
494	0.2109834476
495	0.2109066377
496	0.2108659792
497	0.2108089258
498	0.210744523
499	0.2107020833
500	0.2106391254
501	0.2105939895
502	0.2105564819
503	0.2105120609
504	0.2104763695
505	0.2104501621
506	0.2103986086
507	0.2103496527
508	0.2102941765
509	0.2102521874
510	0.2102113884
511	0.2101535247
512	0.2101210554
513	0.2100841025
514	0.2100384356
515	0.2099707612
516	0.2099184823
517	0.2098805567
518	0.2098652305
519	0.2098181831
520	0.2097706747
521	0.2097287709
522	0.2096602279
523	0.2096076317
524	0.2095126411
525	0.2094687913
526	0.2094324696
527	0.209370929
528	0.2093332194
529	0.2092732127
530	0.2092125286
531	0.209155899
532	0.2091334603
533	0.2090903073
534	0.2090291996
535	0.2090007701
536	0.2089593574
537	0.2089247491
538	0.2088614299
539	0.2088055658
540	0.2087461461
541	0.2086920923
542	0.2086373432
543	0.2085897384
544	0.2085400102
545	0.2085073998
546	0.2084653059
547	0.2084088138
548	0.2083577202
549	0.2082971787
550	0.2082666278
551	0.20823215
552	0.20818814
553	0.2081199118
554	0.2080599772
555	0.2080013685
556	0.2079517778
557	0.2079008585
558	0.2078403935
559	0.2077924777
560	0.2077520387
561	0.2077024416
562	0.2076400087
563	0.2075892944
564	0.2075332321
565	0.2074704728
566	0.207437445
567	0.2073964508
568	0.2073492459
569	0.2072893004
570	0.2072460808
571	0.2071952423
572	0.2071383102
573	0.2070986246
574	0.2070743349
575	0.2070352348
576	0.2069743104
577	0.2069611282
578	0.2069154073
579	0.2068657434
580	0.2067915917
581	0.2067642312
582	0.2067244614
583	0.2066584475
584	0.2066205044
585	0.2065730891
586	0.2065309164
587	0.2064676827
588	0.2064416987
589	0.2063840539
590	0.2063368629
591	0.2062627702
592	0.2061993847
593	0.2061873354
594	0.206160813
595	0.206109159
596	0.206026685
597	0.2059844418
598	0.2059311849
599	0.2058584785
600	0.2058079678
601	0.2057409456
602	0.205702255
603	0.2056712027
604	0.2056163918
605	0.2055806139
606	0.2055270552
607	0.20547612
608	0.2054191079
609	0.2053859811
610	0.2053459602
611	0.2052923774
612	0.2052590783
613	0.2052172028
614	0.2051798432
615	0.2051053192
616	0.2050438553
617	0.2050041455
618	0.204945475
619	0.2048714203
620	0.2048204796
621	0.2047954389
622	0.2047330456
623	0.2046702972
624	0.2046009377
625	0.2045488293
626	0.2045046388
627	0.204432456
628	0.2043891419
629	0.204349303
630	0.2042965296
631	0.2042544138
632	0.2042000732
633	0.204156779
634	0.2041094534
635	0.2040663867
636	0.2040115895
637	0.203970122
638	0.2039102976
639	0.2038414758
640	0.2037887936
641	0.2037721549
642	0.2037182227
643	0.2036649324
644	0.2036048131
645	0.20356363
646	0.2035052951
647	0.2034687204
648	0.203425438
649	0.2034124187
650	0.2033445074
651	0.2032872839
652	0.2032214818
653	0.2031483415
654	0.2030747765
655	0.2030421149
656	0.203021336
657	0.2029731704
658	0.2029138358
659	0.2028624512
660	0.2028053211
661	0.2027507356
662	0.2027219389
663	0.2026876354
664	0.202648342
665	0.2025925902
666	0.2025504479
667	0.2025015909
668	0.2024707741
669	0.2024275189
670	0.2023969445
671	0.2023753149
672	0.202338097
673	0.2022908535
674	0.2022736447
675	0.2022453705
676	0.2022084203
677	0.2021599684
678	0.2021331344
679	0.202073616
680	0.2020420021
681	0.2019800366
682	0.2019350757
683	0.2018748655
684	0.2018290921
685	0.2017884198
686	0.2017351682
687	0.2016818411
688	0.2016549762
689	0.201599097
690	0.2015529705
691	0.201501205
692	0.2014423778
693	0.2014106881
694	0.2013544992
695	0.2013010032
696	0.2012625732
697	0.2012190265
698	0.2011861015
699	0.2011419571
700	0.2011031701
701	0.2010755572
702	0.2010344074
703	0.2009844365
704	0.2009589077
705	0.2009369773
706	0.2008844347
707	0.2008548964
708	0.2008249136
709	0.2007813535
710	0.2007321126
711	0.2006941174
712	0.200641392
713	0.2006002626
714	0.2005644071
715	0.2005080628
716	0.2004663879
717	0.2004141122
718	0.2003693104
719	0.2003356577
720	0.2002885485
721	0.2002340447
722	0.2001751035
723	0.2001358877
724	0.2001003765
725	0.2000704948
726	0.2000565386
727	0.2000269035
728	0.1999987067
729	0.1999715644
730	0.1999215609
731	0.1998753473
732	0.1998220674
733	0.1997863159
734	0.1997386711
735	0.1997049799
736	0.1996821641
737	0.1996201284
738	0.199593028
739	0.199544914
740	0.1994938731
741	0.1994406792
742	0.1994162757
743	0.1993772643
744	0.1993334026
745	0.1992873627
746	0.1992543137
747	0.1991984499
748	0.1991524178
749	0.1990861084
750	0.1990429447
751	0.1989983752
752	0.1989429842
753	0.1988918922
754	0.1988504679
755	0.1987959634
756	0.198760086
757	0.1986959969
758	0.1986608837
759	0.1986128589
760	0.1985810241
761	0.1985363749
762	0.1984797747
763	0.1984330032
764	0.1983822175
765	0.1983496173
766	0.1982887345
767	0.198260403
768	0.198211296
769	0.1981689571
770	0.1981349968
771	0.198092452
772	0.1980451686
773	0.1979993992
774	0.1979699512
775	0.1979423726
776	0.1978963631
777	0.197827815
778	0.197784011
779	0.1977484929
780	0.1977202521
781	0.1976853661
782	0.1976313659
783	0.1975766021
784	0.1975523026
785	0.1975154828
786	0.1974689623
787	0.1974193707
788	0.1973703451
789	0.197336198
790	0.1972905573
791	0.1972506185
792	0.1972041778
793	0.1971763233
794	0.1971459512
795	0.1971105572
796	0.1970706018
797	0.1970291894
798	0.1969814118
799	0.1969522013
800	0.1969139231
801	0.1968763202
802	0.1968153354
803	0.1967648418
804	0.1967169357
805	0.1966671772
806	0.1966314137
807	0.1965791957
808	0.1965261378
809	0.1964909635
810	0.1964367095
811	0.1963791577
812	0.1963458127
813	0.1962963985
814	0.1962442943
815	0.1962203681
816	0.1961628189
817	0.1960866543
818	0.1960605625
819	0.1960384385
820	0.195989777
821	0.1959531691
822	0.1959060057
823	0.195862867
824	0.1958173964
825	0.1957737609
826	0.1957266448
827	0.1956814501
828	0.1956636756
829	0.1956431313
830	0.1956056577
831	0.1955575902
832	0.1955087679
833	0.1954682627
834	0.1954201718
835	0.1953872014
836	0.1953496011
837	0.1953157356
838	0.1952634254
839	0.1952389032
840	0.1952049135
841	0.195167049
842	0.1951113593
843	0.1950635345
844	0.1950127517
845	0.1949755974
846	0.1949467245
847	0.1948851848
848	0.1948089922
849	0.1947721
850	0.1947141932
851	0.1946663714
852	0.1946169844
853	0.1945911681
854	0.1945397087
855	0.1944777911
856	0.1944391618
857	0.1944149346
858	0.1943674969
859	0.1943229305
860	0.1942833402
861	0.19422474
862	0.1941797074
863	0.1941282217
864	0.1941063444
865	0.1940672857
866	0.1940094141
867	0.1939843136
868	0.193955325
869	0.193927023
870	0.19389609
871	0.193865697
872	0.1938260028
873	0.1937802721
874	0.193744121
875	0.1936882524
876	0.1936669389
877	0.1936447833
878	0.1935937462
879	0.1935698858
880	0.1935272318
881	0.1935044326
882	0.1934617096
883	0.1934064414
884	0.1933769445
885	0.1933375933
886	0.1932909176
887	0.1932577645
888	0.1932266105
889	0.193208525
890	0.193182427
891	0.1931485511
892	0.1931196144
893	0.1930921338
894	0.1930612332
895	0.193010542
896	0.1929612798
897	0.1929188345
898	0.1928963839
899	0.1928783229
900	0.1928657796
901	0.1928376765
902	0.1927817661
903	0.1927498871
904	0.1927262072
905	0.1926935379
906	0.1926428059
907	0.1926195326
908	0.19257373
909	0.192531824
910	0.1924975156
911	0.1924563419
912	0.1924189902
913	0.1923886235
914	0.1923428827
915	0.1923144249
916	0.1922574486
917	0.1922267187
918	0.1921926656
919	0.1921431821
920	0.1921142678
921	0.1920770502
922	0.1920370787
923	0.1919966308
924	0.1919511204
925	0.1918986135
926	0.1918443976
927	0.1918189974
928	0.1917872649
929	0.1917672538
930	0.1917242275
931	0.1917134719
932	0.1916451919
933	0.1916168987
934	0.1915672667
935	0.1915202076
936	0.1914750485
937	0.191411302
938	0.1913786687
939	0.1913277292
940	0.1912921507
941	0.1912632274
942	0.1912187749
943	0.1911795401
944	0.1911257016
945	0.1911002334
946	0.1910571865
947	0.1910153976
948	0.1909839309
949	0.1909577393
950	0.1909225832
951	0.1908908556
952	0.1908533497
953	0.1908343495
954	0.1908005625
955	0.1907683964
956	0.1907327394
957	0.1906877769
958	0.1906526859
959	0.1906040425
960	0.1905729651
961	0.1905244865
962	0.1904681126
963	0.1904528858
964	0.1904234828
965	0.1903919102
966	0.1903661056
967	0.1903286574
968	0.1902894874
969	0.1902524996
970	0.1902212062
971	0.1901862641
972	0.1901574302
973	0.1901105225
974	0.190077529
975	0.1900406064
976	0.190018237
977	0.1899997493
978	0.1899617914
979	0.1899207334
980	0.1898572237
981	0.1898226692
982	0.1897789651
983	0.1897400632
984	0.1897084625
985	0.1896674229
986	0.1896216971
987	0.1896086529
988	0.1895512113
989	0.1895174958
990	0.1894834099
991	0.1894366173
992	0.1893940373
993	0.1893861707
994	0.1893409221
995	0.1893240502
996	0.1893006851
997	0.1892653138
998	0.1892422087
999	0.1892029055
